"","type","amount","oldbalanceOrg","newbalanceOrig","oldbalanceDest","newbalanceDest","isFraud","type_CASH_IN","type_CASH_OUT","type_DEBIT","type_PAYMENT","type_TRANSFER"
"1062","TRANSFER",222614.43,2966,0,0,222614.43,0,0,0,0,0,1
"1063","PAYMENT",30165.8,242301.41,212135.61,0,0,0,0,0,0,1,0
"1064","CASH_IN",19321.15,150691,170012.15,2550330.95,2531009.8,0,1,0,0,0,0
"1065","CASH_IN",7993.53,5832759.87,5840753.4,473056.76,465063.23,0,1,0,0,0,0
"1066","CASH_OUT",12451.81,0,0,104799,47420.68,0,0,1,0,0,0
"1067","CASH_OUT",260324.81,0,0,2071814.31,2332139.12,0,0,1,0,0,0
"1068","PAYMENT",20365.8,25376,5010.2,0,0,0,0,0,0,1,0
"1069","CASH_OUT",217160.96,10798,0,0,217160.96,0,0,1,0,0,0
"1070","PAYMENT",15050.83,0,0,0,0,0,0,0,0,1,0
"1071","PAYMENT",31358.44,43907,12548.56,0,0,0,0,0,0,1,0
"1072","PAYMENT",1867.7,33209,31341.3,0,0,0,0,0,0,1,0
"1073","PAYMENT",11471.03,79010.93,67539.9,0,0,0,0,0,0,1,0
"1074","TRANSFER",846962.43,29919,0,43053.52,890015.94,0,0,0,0,0,1
"1075","TRANSFER",568897.3,182648,0,281899.22,850796.53,0,0,0,0,0,1
"1076","TRANSFER",1246261.69,50161,0,0,1246261.69,0,0,0,0,0,1
"1077","CASH_OUT",121945.35,9,0,938500.8,1060446.14,0,0,1,0,0,0
"1078","CASH_OUT",187872.16,0,0,2434431.71,2304570.68,0,0,1,0,0,0
"1079","CASH_OUT",522875.89,73341.53,0,952191.96,1475067.85,0,0,1,0,0,0
"1080","TRANSFER",257995.19,0,0,1258181.03,2254687.86,0,0,0,0,0,1
"1081","CASH_OUT",628129.68,313745.33,0,2564421.12,2788670.23,0,0,1,0,0,0
"1082","CASH_OUT",374606.62,10173,0,0,374606.62,0,0,1,0,0,0
"1083","CASH_IN",57604.63,5009159.08,5066763.71,260704.87,203100.24,0,1,0,0,0,0
"1084","CASH_IN",109073.72,11142008.46,11251082.18,1243173.28,1134099.57,0,1,0,0,0,0
"1085","CASH_OUT",262803.6,61571,0,2930683.44,3193487.04,0,0,1,0,0,0
"1086","CASH_OUT",185316.27,20253,0,225340.18,410656.44,0,0,1,0,0,0
"1087","PAYMENT",26189.12,122524,96334.88,0,0,0,0,0,0,1,0
"1088","CASH_OUT",153402.42,2517,0,29006.12,182408.55,0,0,1,0,0,0
"1089","PAYMENT",19538.08,58182,38643.93,0,0,0,0,0,0,1,0
"1090","CASH_OUT",212627.63,0,0,237487.7,450115.33,0,0,1,0,0,0
"1091","CASH_OUT",90811.24,348946,258134.76,1336862.43,1427673.67,0,0,1,0,0,0
"1092","PAYMENT",14808.39,112007,97198.61,0,0,0,0,0,0,1,0
"1093","PAYMENT",4124.39,14899,10774.61,0,0,0,0,0,0,1,0
"1094","PAYMENT",11485.42,23234,11748.58,0,0,0,0,0,0,1,0
"1095","PAYMENT",2522.54,770199.54,767677.01,0,0,0,0,0,0,1,0
"1096","PAYMENT",25065.08,31214,6148.92,0,0,0,0,0,0,1,0
"1097","CASH_OUT",118099.59,0,0,5579582.37,5697681.96,0,0,1,0,0,0
"1098","CASH_OUT",9831.68,0,0,166594.6,1971185.7,0,0,1,0,0,0
"1099","PAYMENT",8956.75,9131,174.25,0,0,0,0,0,0,1,0
"1100","PAYMENT",2949.53,36110,33160.47,0,0,0,0,0,0,1,0
"1101","PAYMENT",6243.46,7978.26,1734.8,0,0,0,0,0,0,1,0
"1102","CASH_OUT",369779.08,196074,0,0,369779.08,0,0,1,0,0,0
"1103","CASH_IN",143579.06,7787504.99,7931084.05,2632539.36,2488960.31,0,1,0,0,0,0
"1104","CASH_IN",109620.38,11287004.96,11396625.33,196447.95,86827.57,0,1,0,0,0,0
"1105","CASH_IN",112110.15,3460484.25,3572594.4,2476584.04,2364473.89,0,1,0,0,0,0
"1106","PAYMENT",17492.11,0,0,0,0,0,0,0,0,1,0
"1107","CASH_OUT",125451.36,0,0,950511.22,1961951.96,0,0,1,0,0,0
"1108","CASH_OUT",100239.79,4018,0,2295171.02,2395410.82,0,0,1,0,0,0
"1109","CASH_IN",81.09,4197,4278.09,0,0,0,1,0,0,0,0
"1110","CASH_IN",94794.08,15478,110272.08,180302.48,51560.48,0,1,0,0,0,0
"1111","CASH_OUT",220179.84,162447,0,385904.3,606084.15,0,0,1,0,0,0
"1112","PAYMENT",3535.86,51737,48201.14,0,0,0,0,0,0,1,0
"1113","CASH_IN",289730.53,60586,350316.53,10696675.07,10406944.54,0,1,0,0,0,0
"1114","PAYMENT",12225.84,0,0,0,0,0,0,0,0,1,0
"1115","PAYMENT",14948.77,0,0,0,0,0,0,0,0,1,0
"1116","CASH_OUT",23998.1,219,0,0,23998.1,0,0,1,0,0,0
"1117","CASH_OUT",19589.6,0,0,378818.96,398408.56,0,0,1,0,0,0
"1118","CASH_OUT",11283.51,41095,29811.49,320773.35,332056.86,0,0,1,0,0,0
"1119","TRANSFER",249086.78,0,0,3992361.73,4241448.51,0,0,0,0,0,1
"1120","CASH_OUT",522250.97,20328,0,2060272.73,2582523.7,0,0,1,0,0,0
"1121","PAYMENT",1853.77,0,0,0,0,0,0,0,0,1,0
"1122","PAYMENT",4818.29,0,0,0,0,0,0,0,0,1,0
"1123","CASH_IN",237284.25,103518,340802.25,1669989.23,1432704.98,0,1,0,0,0,0
"1124","CASH_OUT",90109.62,55379,0,0,166161.49,0,0,1,0,0,0
"1125","CASH_OUT",183908.48,49547,0,343455.75,527364.23,0,0,1,0,0,0
"1126","CASH_OUT",113018.54,11757,0,620910.48,733929.02,0,0,1,0,0,0
"1127","PAYMENT",22788.6,0,0,0,0,0,0,0,0,1,0
"1128","CASH_OUT",73292.14,202603.82,129311.68,89278.52,162570.66,0,0,1,0,0,0
"1129","CASH_OUT",207461.52,0,0,262009.98,469471.51,0,0,1,0,0,0
"1130","PAYMENT",13056.86,0,0,0,0,0,0,0,0,1,0
"1131","PAYMENT",10557.98,90,0,0,0,0,0,0,0,1,0
"1132","CASH_OUT",93366.3,30365,0,198324.91,291691.21,0,0,1,0,0,0
"1133","PAYMENT",17674.91,7452.85,0,0,0,0,0,0,0,1,0
"1134","CASH_OUT",277025.77,6289,0,7470555.51,7747581.29,0,0,1,0,0,0
"1135","CASH_OUT",112938.13,0,0,280064.84,393002.96,0,0,1,0,0,0
"1136","CASH_OUT",178406.14,0,0,219246.53,397652.67,0,0,1,0,0,0
"1137","PAYMENT",6048.68,531255,525206.32,0,0,0,0,0,0,1,0
"1138","CASH_IN",305485.04,8678618.3,8984103.34,2111602.06,1806117.02,0,1,0,0,0,0
"1139","PAYMENT",17250.05,214526,197275.95,0,0,0,0,0,0,1,0
"1140","PAYMENT",3247.55,35044,31796.45,0,0,0,0,0,0,1,0
"1141","CASH_OUT",201866.91,0,0,462677.27,664544.18,0,0,1,0,0,0
"1142","CASH_OUT",409667.56,0,0,578101.71,987769.27,0,0,1,0,0,0
"1143","CASH_OUT",111157.81,0,0,14810700.86,14921858.67,0,0,1,0,0,0
"1144","TRANSFER",497819.22,260855,0,0,497819.22,0,0,0,0,0,1
"1145","PAYMENT",1016.79,0,0,0,0,0,0,0,0,1,0
"1146","CASH_OUT",76345.73,12924,0,0,76345.73,0,0,1,0,0,0
"1147","CASH_OUT",74601.32,55135,0,3515953.84,3590555.15,0,0,1,0,0,0
"1148","TRANSFER",47794.61,10640,0,0,47794.61,0,0,0,0,0,1
"1149","TRANSFER",5320350.37,0,0,5444334.73,10764685.1,0,0,0,0,0,1
"1150","CASH_OUT",225370.3,0,0,6894360.36,7119730.66,0,0,1,0,0,0
"1151","CASH_IN",424798.44,10929,435727.44,253232.61,0,0,1,0,0,0,0
"1152","CASH_OUT",307467.19,116932,0,1153932.73,1461399.92,0,0,1,0,0,0
"1153","PAYMENT",9168.04,9160,0,0,0,0,0,0,0,1,0
"1154","CASH_OUT",465781.38,0,0,1079906.24,1545687.62,0,0,1,0,0,0
"1155","TRANSFER",869071.98,21140,0,292376.79,1161448.77,0,0,0,0,0,1
"1156","PAYMENT",12362.3,0,0,0,0,0,0,0,0,1,0
"1157","PAYMENT",6041.88,136702,130660.12,0,0,0,0,0,0,1,0
"1158","CASH_OUT",12379.84,0,0,886957.57,899337.41,0,0,1,0,0,0
"1159","CASH_IN",47929.17,3916224.31,3964153.48,105027.14,57097.97,0,1,0,0,0,0
"1160","CASH_IN",269871.33,10009,279880.33,949659.17,679787.84,0,1,0,0,0,0
"1161","CASH_IN",70729.57,10504,81233.57,885342,814612.43,0,1,0,0,0,0
"1162","CASH_OUT",17990.02,0,0,374429.63,392419.65,0,0,1,0,0,0
"1163","CASH_IN",123267.27,9947,133214.27,0,0,0,1,0,0,0,0
"1164","CASH_OUT",163374.63,0,0,265208.53,699428.39,0,0,1,0,0,0
"1165","CASH_OUT",16253.35,0,0,280841.98,297095.33,0,0,1,0,0,0
"1166","TRANSFER",531678.84,173297,0,2047.25,533726.1,0,0,0,0,0,1
"1167","CASH_IN",151756.05,21459,173215.05,0,0,0,1,0,0,0,0
"1168","CASH_IN",15030.2,1624761.37,1639791.57,1371709.87,1356679.67,0,1,0,0,0,0
"1169","PAYMENT",10920.62,164,0,0,0,0,0,0,0,1,0
"1170","PAYMENT",17832.57,50160,32327.43,0,0,0,0,0,0,1,0
"1171","PAYMENT",8140.67,0,0,0,0,0,0,0,0,1,0
"1172","PAYMENT",166.94,9093,8926.06,0,0,0,0,0,0,1,0
"1173","TRANSFER",255374.55,21567,0,1007479.44,1262853.99,0,0,0,0,0,1
"1174","PAYMENT",8342.68,115965.2,107622.52,0,0,0,0,0,0,1,0
"1175","PAYMENT",20529.29,0,0,0,0,0,0,0,0,1,0
"1176","CASH_IN",77176.45,1435178.13,1512354.58,282492.62,205316.17,0,1,0,0,0,0
"1177","PAYMENT",6924.25,181,0,0,0,0,0,0,0,1,0
"1178","PAYMENT",9488.96,32949,23460.04,0,0,0,0,0,0,1,0
"1179","CASH_OUT",179661.01,151415,0,0,179661.01,0,0,1,0,0,0
"1180","TRANSFER",436271.6,0,0,801765.7,1238037.3,0,0,0,0,0,1
"1181","CASH_OUT",128171.99,883,0,538496.59,666668.58,0,0,1,0,0,0
"1182","PAYMENT",2354.03,28363,26008.97,0,0,0,0,0,0,1,0
"1183","PAYMENT",30925.91,0,0,0,0,0,0,0,0,1,0
"1184","CASH_OUT",121896.82,0,0,2247880.16,2369776.98,0,0,1,0,0,0
"1185","CASH_IN",308543.2,13493313.81,13801857,1393642.43,1085099.23,0,1,0,0,0,0
"1186","CASH_OUT",333454.99,22263,0,424329.15,757784.13,0,0,1,0,0,0
"1187","CASH_OUT",132641.54,0,0,3002313.02,3134954.56,0,0,1,0,0,0
"1188","CASH_IN",162277.74,6739,169016.74,7287475.65,7125197.91,0,1,0,0,0,0
"1189","TRANSFER",360152.56,0,0,523784.86,883937.42,0,0,0,0,0,1
"1190","PAYMENT",4363.46,0,0,0,0,0,0,0,0,1,0
"1191","PAYMENT",4.92,14801,14796.08,0,0,0,0,0,0,1,0
"1192","TRANSFER",748809.37,0,0,2061225.05,2810034.42,0,0,0,0,0,1
"1193","CASH_OUT",297721.87,45215,0,901721.11,1199442.98,0,0,1,0,0,0
"1194","PAYMENT",9619.59,245,0,0,0,0,0,0,0,1,0
"1195","PAYMENT",1456.35,0,0,0,0,0,0,0,0,1,0
"1196","CASH_OUT",240044.08,0,0,2385363.8,2625407.88,0,0,1,0,0,0
"1197","CASH_OUT",34473.22,0,0,2255628.35,2290101.57,0,0,1,0,0,0
"1198","CASH_OUT",361027.85,56513,0,2300967.91,2661995.76,0,0,1,0,0,0
"1199","CASH_OUT",28304.75,51273,22968.25,56816.33,85121.08,0,0,1,0,0,0
"1200","CASH_OUT",12715.04,0,0,490592.56,503307.6,0,0,1,0,0,0
"1201","CASH_OUT",337977.9,0,0,1376845.51,1714823.41,0,0,1,0,0,0
"1202","PAYMENT",17069.87,4021,0,0,0,0,0,0,0,1,0
"1203","PAYMENT",4199.14,0,0,0,0,0,0,0,0,1,0
"1204","CASH_OUT",343130.41,0,0,398883.47,742013.87,0,0,1,0,0,0
"1205","PAYMENT",9063.92,0,0,0,0,0,0,0,0,1,0
"1206","PAYMENT",8069.92,10275,2205.08,0,0,0,0,0,0,1,0
"1207","CASH_OUT",57048.69,0,0,3340454.65,3397503.35,0,0,1,0,0,0
"1208","PAYMENT",7886.39,477346,469459.61,0,0,0,0,0,0,1,0
"1209","CASH_OUT",174741.27,0,0,269207.04,443948.32,0,0,1,0,0,0
"1210","PAYMENT",14299.61,16169,1869.39,0,0,0,0,0,0,1,0
"1211","CASH_OUT",3144.88,0,0,3762954.63,3766099.51,0,0,1,0,0,0
"1212","CASH_OUT",152018.35,0,0,629024.36,781042.71,0,0,1,0,0,0
"1213","CASH_IN",146936.46,6533621.63,6680558.09,5641503.65,5494567.19,0,1,0,0,0,0
"1214","CASH_IN",133357.44,8406942.38,8540299.82,1383489.16,1250131.72,0,1,0,0,0,0
"1215","CASH_OUT",225009.77,42249,0,0,225009.77,0,0,1,0,0,0
"1216","TRANSFER",1492354.97,15297,0,793669.47,2286024.44,0,0,0,0,0,1
"1217","CASH_IN",178905.26,543325.68,722230.93,439785.47,260880.21,0,1,0,0,0,0
"1218","CASH_OUT",14522.46,0,0,2660309.87,2674832.33,0,0,1,0,0,0
"1219","CASH_IN",125732.78,0,125732.78,5856891.98,5797797.65,0,1,0,0,0,0
"1220","PAYMENT",7647.59,69034.52,61386.92,0,0,0,0,0,0,1,0
"1221","CASH_OUT",103925.96,0,0,331102.6,1195458.06,0,0,1,0,0,0
"1222","PAYMENT",10005.59,0,0,0,0,0,0,0,0,1,0
"1223","PAYMENT",8826.4,0,0,0,0,0,0,0,0,1,0
"1224","CASH_OUT",8915.76,708,0,1165244.16,1174159.92,0,0,1,0,0,0
"1225","PAYMENT",9127.44,111185.26,102057.83,0,0,0,0,0,0,1,0
"1226","TRANSFER",36259.79,137753,101493.21,487453.93,523713.71,0,0,0,0,0,1
"1227","CASH_OUT",366683.13,0,0,5012530.42,5379213.55,0,0,1,0,0,0
"1228","CASH_IN",86540.15,7094713.34,7181253.49,1223931.3,1137391.15,0,1,0,0,0,0
"1229","CASH_OUT",64347.22,51506,0,48839.83,113187.05,0,0,1,0,0,0
"1230","PAYMENT",5701.6,20364,14662.4,0,0,0,0,0,0,1,0
"1231","PAYMENT",3205.47,77082.6,73877.13,0,0,0,0,0,0,1,0
"1232","PAYMENT",12921.96,308173.02,295251.07,0,0,0,0,0,0,1,0
"1233","PAYMENT",10560.07,0,0,0,0,0,0,0,0,1,0
"1234","PAYMENT",12848.89,0,0,0,0,0,0,0,0,1,0
"1235","PAYMENT",7376.85,154430,147053.15,0,0,0,0,0,0,1,0
"1236","PAYMENT",9137.54,0,0,0,0,0,0,0,0,1,0
"1237","CASH_OUT",71588.09,0,0,193704.2,265292.3,0,0,1,0,0,0
"1238","PAYMENT",10044.84,50188,40143.16,0,0,0,0,0,0,1,0
"1239","PAYMENT",2275.01,142164,139888.99,0,0,0,0,0,0,1,0
"1240","PAYMENT",28055.52,0,0,0,0,0,0,0,0,1,0
"1241","TRANSFER",2655878.03,0,0,5219545.05,7875423.08,0,0,0,0,0,1
"1242","CASH_OUT",255092.43,26752,0,2851390.6,3106483.03,0,0,1,0,0,0
"1243","PAYMENT",7090.6,16209,9118.4,0,0,0,0,0,0,1,0
"1244","CASH_IN",396756.14,16959,413715.14,0,0,0,1,0,0,0,0
"1245","PAYMENT",12774.55,0,0,0,0,0,0,0,0,1,0
"1246","CASH_IN",61014.91,15253327.11,15314342.02,987470.88,926455.97,0,1,0,0,0,0
"1247","PAYMENT",18875.82,0,0,0,0,0,0,0,0,1,0
"1248","PAYMENT",18393.85,0,0,0,0,0,0,0,0,1,0
"1249","CASH_IN",264435.92,131635,396070.92,85325.75,0,0,1,0,0,0,0
"1250","CASH_IN",73716.09,3014761.86,3088477.95,841553.8,767837.7,0,1,0,0,0,0
"1251","TRANSFER",360802.25,0,0,7217244.4,7578046.65,0,0,0,0,0,1
"1252","CASH_OUT",191948.18,96102,0,14361.74,206309.92,0,0,1,0,0,0
"1253","CASH_IN",198068.75,1891287.68,2089356.43,1636679.74,1438610.99,0,1,0,0,0,0
"1254","CASH_IN",138000.98,0,138000.98,199360.97,61359.99,0,1,0,0,0,0
"1255","CASH_OUT",36814.67,46836,10021.33,796906.1,833720.77,0,0,1,0,0,0
"1256","TRANSFER",387917.34,186785,0,1210832.43,1598749.77,0,0,0,0,0,1
"1257","CASH_OUT",344619.2,0,0,781951.04,1126570.24,0,0,1,0,0,0
"1258","CASH_OUT",5037.64,0,0,126209.07,131246.71,0,0,1,0,0,0
"1259","PAYMENT",31039.46,199634,168594.54,0,0,0,0,0,0,1,0
"1260","CASH_OUT",99028.67,0,0,10343675.56,10442704.23,0,0,1,0,0,0
"1261","CASH_IN",52697.21,192,52889.21,3334551.58,3281854.37,0,1,0,0,0,0
"1262","DEBIT",3610.51,43521.87,39911.36,529908.2,533518.71,0,0,0,1,0,0
"1263","CASH_OUT",62342.68,136279,73936.32,3094905.97,3157248.65,0,0,1,0,0,0
"1264","PAYMENT",5279.2,0,0,0,0,0,0,0,0,1,0
"1265","CASH_IN",135300.18,2427209.08,2562509.26,835331.47,700031.28,0,1,0,0,0,0
"1266","CASH_IN",101481.97,25364,126845.97,384749.7,283267.73,0,1,0,0,0,0
"1267","PAYMENT",6775.8,19346,12570.2,0,0,0,0,0,0,1,0
"1268","CASH_OUT",365575.47,0,0,5780198.6,6145774.07,0,0,1,0,0,0
"1269","PAYMENT",7526.5,25942,18415.5,0,0,0,0,0,0,1,0
"1270","CASH_OUT",79369.89,43729,0,161488.09,240857.97,0,0,1,0,0,0
"1271","CASH_OUT",155615.84,309446,153830.16,0,155615.84,0,0,1,0,0,0
"1272","CASH_OUT",202768.62,22137,0,4839420.7,5042189.32,0,0,1,0,0,0
"1273","PAYMENT",969.58,37499,36529.42,0,0,0,0,0,0,1,0
"1274","PAYMENT",9537.47,5094,0,0,0,0,0,0,0,1,0
"1275","PAYMENT",12643.47,48464,35820.53,0,0,0,0,0,0,1,0
"1276","CASH_IN",23166.74,263369,286535.74,0,0,0,1,0,0,0,0
"1277","CASH_IN",12084.38,9981873.6,9993957.97,617986.04,605901.66,0,1,0,0,0,0
"1278","CASH_IN",268094.49,298135.05,566229.54,0,0,0,1,0,0,0,0
"1279","CASH_OUT",95822.24,107549,11726.76,19320.6,115142.84,0,0,1,0,0,0
"1280","PAYMENT",9516.57,0,0,0,0,0,0,0,0,1,0
"1281","CASH_OUT",361690.42,0,0,391558.98,753249.41,0,0,1,0,0,0
"1282","PAYMENT",15049.83,64369,49319.17,0,0,0,0,0,0,1,0
"1283","CASH_IN",303200.46,4205118.55,4508319.01,1114797.71,811597.25,0,1,0,0,0,0
"1284","CASH_OUT",173829.6,0,0,405599.31,579428.91,0,0,1,0,0,0
"1285","CASH_IN",171672.84,28753,200425.84,3351156.15,3179483.3,0,1,0,0,0,0
"1286","PAYMENT",15340.64,11715,0,0,0,0,0,0,0,1,0
"1287","CASH_IN",164313.19,1728661.21,1892974.4,9531767.62,9367454.43,0,1,0,0,0,0
"1288","PAYMENT",2639.89,37184.01,34544.13,0,0,0,0,0,0,1,0
"1289","CASH_OUT",46123.19,274255.88,228132.68,361781.17,407904.36,0,0,1,0,0,0
"1290","PAYMENT",4059.62,6503,2443.38,0,0,0,0,0,0,1,0
"1291","TRANSFER",461826.83,0,0,906627.42,1368454.25,0,0,0,0,0,1
"1292","CASH_IN",267864.63,1156,269020.63,0,0,0,1,0,0,0,0
"1293","CASH_IN",111432.9,948682.88,1060115.78,10247712.78,10136279.88,0,1,0,0,0,0
"1294","CASH_OUT",288832.61,0,0,728529.01,1017361.62,0,0,1,0,0,0
"1295","PAYMENT",10198.86,128642.13,118443.27,0,0,0,0,0,0,1,0
"1296","PAYMENT",10111.56,210455.38,200343.81,0,0,0,0,0,0,1,0
"1297","CASH_IN",360946.31,3202545.78,3563492.09,547146.3,186199.99,0,1,0,0,0,0
"1298","PAYMENT",2595.64,20334,17738.36,0,0,0,0,0,0,1,0
"1299","CASH_OUT",86086.31,0,0,1564660.19,1650746.5,0,0,1,0,0,0
"1300","CASH_IN",253495.58,33011,286506.58,11831769.68,11578274.1,0,1,0,0,0,0
"1301","PAYMENT",36281.97,199204,162922.03,0,0,0,0,0,0,1,0
"1302","PAYMENT",6968.42,27708,20739.58,0,0,0,0,0,0,1,0
"1303","TRANSFER",285576.33,361,0,0,285576.33,0,0,0,0,0,1
"1304","CASH_OUT",60232.75,0,0,81262.63,141495.38,0,0,1,0,0,0
"1305","PAYMENT",29687.75,0,0,0,0,0,0,0,0,1,0
"1306","CASH_OUT",166899.36,0,0,602884.49,769783.84,0,0,1,0,0,0
"1307","CASH_OUT",32467.86,0,0,101193.91,133661.77,0,0,1,0,0,0
"1308","TRANSFER",8271.26,50783,42511.74,0,8271.26,0,0,0,0,0,1
"1309","CASH_OUT",78582.55,0,0,445592.12,524174.67,0,0,1,0,0,0
"1310","CASH_OUT",82764.72,0,0,445145.84,527910.57,0,0,1,0,0,0
"1311","PAYMENT",42565.4,22346,0,0,0,0,0,0,0,1,0
"1312","TRANSFER",803119.78,112204,0,0,809484.13,0,0,0,0,0,1
"1313","CASH_IN",22974.02,6645724.91,6668698.93,181596.37,158622.35,0,1,0,0,0,0
"1314","PAYMENT",10120.43,0,0,0,0,0,0,0,0,1,0
"1315","PAYMENT",1527.26,0,0,0,0,0,0,0,0,1,0
"1316","CASH_IN",308160.3,62376,370536.3,249368.32,0,0,1,0,0,0,0
"1317","TRANSFER",107200.03,77364.95,0,216513.15,323713.18,0,0,0,0,0,1
"1318","PAYMENT",5058.79,6289.75,1230.96,0,0,0,0,0,0,1,0
"1319","PAYMENT",32434.59,63316,30881.41,0,0,0,0,0,0,1,0
"1320","CASH_IN",207885.12,110,207995.12,162253.26,0,0,1,0,0,0,0
"1321","CASH_OUT",252801.44,454975.46,202174.02,2181897.99,2434699.43,0,0,1,0,0,0
"1322","CASH_IN",254065.98,270,254335.98,0,0,0,1,0,0,0,0
"1323","CASH_OUT",123660.95,0,0,527440.26,651101.22,0,0,1,0,0,0
"1324","CASH_OUT",143225.45,22357,0,58015.64,201241.09,0,0,1,0,0,0
"1325","PAYMENT",1701.77,34701,32999.23,0,0,0,0,0,0,1,0
"1326","CASH_IN",560931.63,7396295.97,7957227.59,715718.7,154787.08,0,1,0,0,0,0
"1327","CASH_OUT",66518.82,0,0,179975.7,246494.52,0,0,1,0,0,0
"1328","CASH_OUT",430788.71,98778,0,0,547471.23,0,0,1,0,0,0
"1329","PAYMENT",36160.11,0,0,0,0,0,0,0,0,1,0
"1330","CASH_OUT",147986.45,18547,0,702051.12,850037.57,0,0,1,0,0,0
"1331","PAYMENT",1380.63,55530,54149.37,0,0,0,0,0,0,1,0
"1332","CASH_IN",23284.16,2105258.06,2128542.22,503987.25,803799.1,0,1,0,0,0,0
"1333","TRANSFER",475558.46,0,0,2159001.32,2634559.78,0,0,0,0,0,1
"1334","PAYMENT",39973.54,66698.26,26724.73,0,0,0,0,0,0,1,0
"1335","PAYMENT",46863.57,0,0,0,0,0,0,0,0,1,0
"1336","PAYMENT",21346.79,167605,146258.21,0,0,0,0,0,0,1,0
"1337","PAYMENT",4407.49,0,0,0,0,0,0,0,0,1,0
"1338","PAYMENT",169.43,0,0,0,0,0,0,0,0,1,0
"1339","TRANSFER",394.83,1659456.24,1659061.41,2418422.4,2418817.22,0,0,0,0,0,1
"1340","CASH_OUT",123542.18,484528.01,360985.83,5629788.55,5753330.73,0,0,1,0,0,0
"1341","CASH_IN",128327.66,11882093.19,12010420.85,544843.8,416516.14,0,1,0,0,0,0
"1342","CASH_OUT",5790.53,108721,102930.47,671446.52,677237.05,0,0,1,0,0,0
"1343","CASH_OUT",289371.36,0,0,745987.77,1035359.13,0,0,1,0,0,0
"1344","PAYMENT",16764.24,40099,23334.76,0,0,0,0,0,0,1,0
"1345","PAYMENT",9230.46,907,0,0,0,0,0,0,0,1,0
"1346","CASH_OUT",178204.95,20803,0,32239.48,210444.43,0,0,1,0,0,0
"1347","CASH_IN",99227.42,4098152.04,4197379.46,2546013.51,2446786.09,0,1,0,0,0,0
"1348","CASH_OUT",16283.36,1989,0,2933776.58,2950059.94,0,0,1,0,0,0
"1349","PAYMENT",22230.93,21974,0,0,0,0,0,0,0,1,0
"1350","PAYMENT",36686.48,25701,0,0,0,0,0,0,0,1,0
"1351","CASH_OUT",374760.36,0,0,6697507.71,6689443.89,0,0,1,0,0,0
"1352","CASH_OUT",54177.23,47894,0,23122.31,82176.43,0,0,1,0,0,0
"1353","PAYMENT",5788.79,0,0,0,0,0,0,0,0,1,0
"1354","PAYMENT",3965.72,49568,45602.28,0,0,0,0,0,0,1,0
"1355","CASH_OUT",434369.5,9914,0,0,434369.5,0,0,1,0,0,0
"1356","PAYMENT",1349.39,20419,19069.61,0,0,0,0,0,0,1,0
"1357","PAYMENT",1807.48,0,0,0,0,0,0,0,0,1,0
"1358","PAYMENT",16094.65,10248,0,0,0,0,0,0,0,1,0
"1359","TRANSFER",143392.5,835321,691928.5,0,143392.5,0,0,0,0,0,1
"1360","PAYMENT",9297.04,56526,47228.96,0,0,0,0,0,0,1,0
"1361","CASH_IN",422931.91,2095768.75,2518700.66,464929.31,41997.4,0,1,0,0,0,0
"1362","TRANSFER",794305.05,57989.49,0,802774.14,1597079.18,0,0,0,0,0,1
"1363","CASH_IN",103678.17,1330899.93,1434578.1,349029.3,245351.13,0,1,0,0,0,0
"1364","CASH_OUT",206625.84,0,0,497205.64,703831.48,0,0,1,0,0,0
"1365","PAYMENT",1380.18,234319,232938.82,0,0,0,0,0,0,1,0
"1366","CASH_IN",696432.54,4246327.95,4942760.5,4149930.71,3453498.17,0,1,0,0,0,0
"1367","PAYMENT",11978.84,240474,228495.16,0,0,0,0,0,0,1,0
"1368","CASH_IN",50970.97,103269,154239.97,111858.96,60887.99,0,1,0,0,0,0
"1369","CASH_IN",37602.36,1348558.35,1386160.71,1027244.12,989641.77,0,1,0,0,0,0
"1370","CASH_IN",324490.04,11578,336068.04,0,0,0,1,0,0,0,0
"1371","CASH_IN",49204.04,177047,226251.04,0,0,0,1,0,0,0,0
"1372","TRANSFER",880561.14,0,0,1829647.83,2710208.98,0,0,0,0,0,1
"1373","CASH_IN",102128.19,410501.71,512629.9,259713.84,157585.65,0,1,0,0,0,0
"1374","TRANSFER",404402.2,0,0,511849.46,916251.66,0,0,0,0,0,1
"1375","CASH_IN",255474.01,1674612.49,1930086.5,2063147.94,1807673.93,0,1,0,0,0,0
"1376","CASH_IN",215058.35,3684844.23,3899902.58,6807077.23,6592018.88,0,1,0,0,0,0
"1377","CASH_OUT",134285.78,0,0,2610045.12,2744330.9,0,0,1,0,0,0
"1378","CASH_OUT",299794.39,0,0,586600.13,886394.51,0,0,1,0,0,0
"1379","CASH_OUT",478876.31,52993,0,589587.89,1331236.01,0,0,1,0,0,0
"1380","CASH_IN",458679.82,97568,556247.82,0,0,0,1,0,0,0,0
"1381","PAYMENT",69558.93,0,0,0,0,0,0,0,0,1,0
"1382","CASH_IN",45664.18,1391484.22,1437148.4,1373266.21,1327602.02,0,1,0,0,0,0
"1383","PAYMENT",2962.09,6051,3088.91,0,0,0,0,0,0,1,0
"1384","CASH_IN",180104.56,2873177.08,3053281.64,8592525.05,8412420.49,0,1,0,0,0,0
"1385","PAYMENT",1905.61,73369,71463.39,0,0,0,0,0,0,1,0
